procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 56313828   2088 2541568    0    0     0     0 1702 1582 18  1 81  0  0 2021-07-24 07:50:01
 4  0      0 56312952   2088 2541600    0    0     0     0 2470 2234 21  2 77  0  0 2021-07-24 07:50:02
 1  0      0 56313136   2088 2541612    0    0     0   345 2255 2071 23  1 76  0  0 2021-07-24 07:50:03
 1  0      0 56364480   2088 2541612    0    0     0     0 1982 1783 20  2 78  0  0 2021-07-24 07:50:04
 1  0      0 56329996   2088 2541612    0    0     0     0 2713 2268 27  1 72  0  0 2021-07-24 07:50:05
 1  0      0 56329972   2088 2541612    0    0     0     0 2654 2257 25  3 72  0  0 2021-07-24 07:50:06
 1  0      0 56329724   2088 2541612    0    0     0    64 2583 1921 24  2 74  0  0 2021-07-24 07:50:07
 2  0      0 56329980   2088 2541612    0    0     0     0 2614 2232 25  3 72  0  0 2021-07-24 07:50:08
 1  0      0 56330112   2088 2541612    0    0     0     0 2498 2171 25  1 74  0  0 2021-07-24 07:50:09
 1  0      0 56330236   2088 2541620    0    0     0     0 2442 2138 24  2 74  0  0 2021-07-24 07:50:10
 4  0      0 56367816   2088 2541620    0    0     0     0 2075 1867 21  2 77  0  0 2021-07-24 07:50:11
 1  0      0 56333596   2088 2541624    0    0     0    12 2705 2314 26  2 72  0  0 2021-07-24 07:50:12
 1  0      0 56332108   2088 2541624    0    0     0   128 2595 2354 26  1 73  0  0 2021-07-24 07:50:13
 1  0      0 56331120   2088 2541624    0    0     0     0 2200 1995 23  1 76  0  0 2021-07-24 07:50:14
 1  0      0 56332400   2088 2541628    0    0     0     6 2496 2226 23  1 76  0  0 2021-07-24 07:50:15
 1  0      0 56327932   2088 2541632    0    0     0     0 1901 1751 19  2 79  0  0 2021-07-24 07:50:16
 1  0      0 56312072   2088 2541640    0    0     0     0 1672 1630 19  1 80  0  0 2021-07-24 07:50:17
 4  0      0 56276236   2088 2541640    0    0     0     0 2278 2135 21  2 77  0  0 2021-07-24 07:50:18
 1  0      0 56309584   2088 2541640    0    0     0    12 2018 1821 20  1 79  0  0 2021-07-24 07:50:19
 4  0      0 56334112   2088 2541640    0    0     0     0 2106 1887 21  2 77  0  0 2021-07-24 07:50:20
 4  0      0 56258352   2088 2541640    0    0     0     0 2834 2394 29  2 70  0  0 2021-07-24 07:50:21
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 56333124   2088 2541640    0    0     0     0 2457 2033 22  4 73  0  0 2021-07-24 07:50:22
 4  0      0 56258732   2088 2541640    0    0     0     0 2433 1983 21  1 77  0  0 2021-07-24 07:50:23
 1  0      0 56333136   2088 2541640    0    0     0     0 2476 2122 23  3 75  0  0 2021-07-24 07:50:24
 4  0      0 56333020   2088 2541652    0    0     0     0 2569 2304 25  1 74  0  0 2021-07-24 07:50:25
 4  0      0 56332896   2088 2541652    0    0     0     0 2420 2151 24  2 74  0  0 2021-07-24 07:50:26
 1  0      0 56352616   2088 2541652    0    0     0     0 2084 1902 20  2 77  0  0 2021-07-24 07:50:27
 1  0      0 56339088   2088 2541652    0    0     0     8 3002 2500 26  2 72  0  0 2021-07-24 07:50:28
 4  0      0 56338292   2088 2541664    0    0     0     0 2530 2238 26  1 73  0  0 2021-07-24 07:50:29
 4  0      0 56336804   2088 2541664    0    0     0     0 2142 2040 20  2 78  0  0 2021-07-24 07:50:30
 1  0      0 56270712   2088 2541664    0    0     0     0 1997 1903 20  1 78  0  0 2021-07-24 07:50:31
 1  0      0 56267076   2088 2541664    0    0     0     0 1902 1828 17  1 82  0  0 2021-07-24 07:50:32
 2  0      0 56305888   2088 2541672    0    0     0   196 1748 1666 19  1 80  0  0 2021-07-24 07:50:33
 1  0      0 56305956   2088 2541672    0    0     0     0 2457 2139 24  2 74  0  0 2021-07-24 07:50:34
 1  0      0 56305832   2088 2541672    0    0     0     0 1535 1537 18  0 82  0  0 2021-07-24 07:50:35
 1  0      0 56319844   2088 2541672    0    0     0     0 2321 2088 23  2 75  0  0 2021-07-24 07:50:36
 2  0      0 56319108   2088 2541672    0    0     0     0 2586 2195 24  3 73  0  0 2021-07-24 07:50:37
 4  0      0 56319732   2088 2541672    0    0     0     0 2543 2206 23  3 73  0  0 2021-07-24 07:50:38
 1  0      0 56319244   2088 2541672    0    0     0     0 2621 2102 23  1 76  0  0 2021-07-24 07:50:39
 4  0      0 56319368   2088 2541680    0    0     0     0 2518 2150 25  2 73  0  0 2021-07-24 07:50:40
 1  0      0 56319252   2088 2541680    0    0     0     0 2547 2264 25  1 73  0  0 2021-07-24 07:50:41
 1  0      0 56320048   2088 2541680    0    0     0     0 2685 2312 24  2 74  0  0 2021-07-24 07:50:42
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 56341376   2088 2541684    0    0     0    64 2034 1851 21  2 77  0  0 2021-07-24 07:50:43
 1  0      0 56332212   2088 2541688    0    0     0    49 2699 2360 25  2 73  0  0 2021-07-24 07:50:44
 1  0      0 56300964   2088 2541688    0    0     0     0 2328 2104 24  1 75  0  0 2021-07-24 07:50:45
 3  0      0 56328608   2088 2541688    0    0     0     0 2669 2347 26  1 73  0  0 2021-07-24 07:50:46
 1  0      0 56318900   2088 2541688    0    0     0     0 1979 1920 19  1 80  0  0 2021-07-24 07:50:47
 1  0      0 56333500   2088 2541700    0    0     0    20 1932 1866 19  2 80  0  0 2021-07-24 07:50:48
 1  0      0 56302380   2088 2541700    0    0     0     0 1874 1760 20  2 79  0  0 2021-07-24 07:50:49
 1  0      0 56302628   2088 2541700    0    0     0     0 2461 2145 25  1 74  0  0 2021-07-24 07:50:50
 4  0      0 56358252   2088 2541700    0    0     0     0 1456 1459 17  1 82  0  0 2021-07-24 07:50:51
 1  0      0 56313056   2088 2541700    0    0     0     0 2552 2176 25  2 72  0  0 2021-07-24 07:50:52
 1  0      0 56312808   2088 2541700    0    0     0     0 2514 2133 24  3 73  0  0 2021-07-24 07:50:53
 4  0      0 56313188   2088 2541700    0    0     0     0 2614 2262 26  2 72  0  0 2021-07-24 07:50:54
 1  0      0 56313064   2088 2541708    0    0     0     0 2311 2120 23  1 76  0  0 2021-07-24 07:50:55
 1  0      0 56314520   2088 2541716    0    0     0     0 2962 2226 25  2 73  0  0 2021-07-24 07:50:56
 1  0      0 56314736   2088 2541716    0    0     0     0 2598 2282 26  1 73  0  0 2021-07-24 07:50:57
 2  0      0 56314856   2088 2541716    0    0     0     0 2380 2123 23  3 74  0  0 2021-07-24 07:50:58
 4  0      0 56308044   2088 2541716    0    0     0     0 2214 2002 21  2 77  0  0 2021-07-24 07:50:59
 4  0      0 56322408   2088 2541720    0    0     0     0 2573 2223 23  2 76  0  0 2021-07-24 07:51:00
 2  0      0 56319896   2088 2541720    0    0     0     0 2253 2099 22  2 77  0  0 2021-07-24 07:51:01
 1  0      0 56320268   2088 2541720    0    0     0     0 2493 2311 24  1 75  0  0 2021-07-24 07:51:02
 1  0      0 56304524   2088 2541728    0    0     0     0 1817 1706 19  2 79  0  0 2021-07-24 07:51:03
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 56301920   2088 2541728    0    0     0    12 1635 1637 18  1 82  0  0 2021-07-24 07:51:04
 4  0      0 56301304   2088 2541728    0    0     0     0 1904 1817 19  1 80  0  0 2021-07-24 07:51:05
